Id,Region,Product,Year,Sales,Profit,Quantity
11158,Southeast,GPU,2020,6575.11,1258.77,90
11159,North,RAM,2023,6184.96,1123.15,53
11160,Southwest,HardDrive,2020,12303.65,2391.29,84
11161,Northeast,Mouse,2023,1444.69,252.71,88
11162,South,Modem,2024,5903.27,1370.67,86
11163,South,Switch,2021,4325.53,822.97,85
11164,Northwest,Printer,2021,10903.43,2591.88,49
11165,Southeast,Scanner,2022,3267.58,519.93,92
11166,Northeast,Scanner,2024,6331.86,1421.3,28
11167,South,Modem,2020,3701.48,650.0,59
11168,South,Webcam,2021,4992.97,877.6,29
11169,Southeast,Headphones,2020,6764.26,1078.69,184
11170,South,Router,2023,6947.0,1615.75,33
11171,Northeast,Router,2020,1196.61,290.1,36
11172,Southwest,Mouse,2023,3927.54,933.46,68
11173,Southwest,Scanner,2020,6571.98,1175.03,26
11174,Northeast,RAM,2022,3083.94,685.61,37
11175,Southeast,Phone,2023,9462.66,2170.05,44
11176,Southeast,Keyboard,2020,7339.49,1775.31,122
11177,Northwest,Phone,2022,22731.36,5217.47,30
11178,Northeast,HardDrive,2022,13955.35,2961.11,48
11179,West,HardDrive,2022,12188.26,2069.9,52
11180,Northeast,RAM,2021,8062.96,1651.54,31
11181,Southeast,HardDrive,2020,9293.26,1750.14,76
11182,Northeast,Switch,2024,7272.5,1637.79,97
11183,East,Scanner,2023,4571.38,901.67,62
11184,Northwest,CPU,2023,9305.13,1463.5,31
11185,Northeast,Printer,2023,10333.75,2227.29,39
11186,South,Headphones,2023,6948.45,1144.79,122
11187,Central,Printer,2023,13837.45,2262.65,65
11188,Northeast,HardDrive,2023,12516.73,2546.23,83
11189,Northeast,Keyboard,2020,5414.32,1132.74,113
11190,West,Camera,2023,11688.22,2707.77,75
11191,North,Keyboard,2022,3865.25,720.66,197
11192,Northwest,HardDrive,2020,10905.51,2322.13,62
11193,Northeast,GPU,2023,3767.51,895.45,78
11194,Northwest,Scanner,2020,4566.41,1063.7,38
11195,Southwest,Printer,2020,16528.74,2887.58,66
11196,East,GPU,2021,5506.43,1080.67,95
11197,Northwest,Headphones,2020,3797.74,638.24,180
11198,Southwest,Printer,2022,10273.89,1988.52,71
11199,South,Modem,2022,6086.34,1302.02,98
11200,Central,Webcam,2021,2806.99,687.83,32
11201,Southeast,Laptop,2022,18946.04,4467.97,13
11202,North,Switch,2024,6385.63,1108.91,20
11203,East,CPU,2023,12857.36,2978.27,72
11204,West,Camera,2023,10983.49,2283.11,72
11205,East,RAM,2021,4286.21,925.93,91
11206,Southeast,Phone,2023,10893.78,2431.52,35
11207,Southeast,Modem,2021,4413.7,794.38,76
11208,Northwest,Printer,2024,22740.24,5331.8,73
11209,Southeast,Tablet,2020,14820.51,3467.7,15
11210,East,Modem,2023,2601.01,508.57,79
11211,Central,Phone,2023,27550.73,5899.03,26
11212,West,HardDrive,2024,13694.52,2273.35,37
11213,Northwest,Webcam,2024,6100.36,930.31,68
11214,Northeast,Mouse,2022,4391.61,975.29,196
11215,Northeast,Headphones,2020,4797.65,931.32,145
11216,Central,RAM,2024,5627.03,1238.94,24
11217,Northwest,Headphones,2021,5352.79,987.53,189
11218,Southeast,CPU,2021,4504.07,1123.02,28
11219,Northwest,Keyboard,2020,4703.06,1145.61,189
11220,South,CPU,2022,3779.37,663.98,81
11221,Northwest,Webcam,2024,7972.18,1364.08,76
11222,Southeast,Camera,2022,21087.44,3757.89,55
11223,North,RAM,2023,6131.11,1241.52,46
11224,Southeast,Tablet,2021,12114.62,2698.84,49
11225,Southwest,HardDrive,2023,12382.57,2247.95,86
11226,West,Camera,2022,15881.63,3205.65,41
11227,Southeast,Phone,2021,15757.48,2992.47,53
11228,Northwest,HardDrive,2023,9542.81,1939.56,59
11229,East,CPU,2024,9532.51,1859.29,76
11230,North,Tablet,2021,26777.65,5816.47,56
11231,Central,Switch,2021,5144.95,844.52,22
11232,South,Webcam,2022,3756.47,590.79,95
11233,South,Phone,2021,27082.87,5782.4,53
11234,Northwest,Headphones,2020,6287.84,1402.02,197
11235,Central,CPU,2021,16042.32,3578.96,60
11236,South,Monitor,2024,20920.76,5140.29,13
11237,East,Laptop,2021,28218.06,5147.3,59
11238,East,Monitor,2024,9024.81,1724.45,19
11239,Central,GPU,2021,5176.43,1060.84,58
11240,West,Speaker,2024,5058.91,764.92,99
11241,Southeast,Mouse,2023,3403.57,674.83,98
11242,Southeast,Mouse,2020,4450.01,913.43,142
11243,Southwest,Headphones,2021,5771.82,1065.51,51
11244,Northeast,Camera,2023,4621.72,888.32,32
11245,Northeast,Printer,2020,23622.32,5379.87,40
11246,South,Modem,2023,2713.71,560.68,36
11247,East,CPU,2021,7500.11,1337.39,72
11248,Northwest,Monitor,2024,15744.49,2478.57,38
11249,West,Tablet,2023,15496.75,3345.77,35
11250,Southwest,Modem,2022,4941.8,747.63,86
11251,Central,Modem,2023,5062.2,1175.66,66
11252,West,Webcam,2024,3291.13,809.87,38
11253,Central,Mouse,2024,3774.25,710.55,89
11254,North,Webcam,2023,2758.08,495.86,78
11255,South,RAM,2020,3021.26,751.8,86
11256,Southeast,Keyboard,2022,6498.52,1271.29,65
11257,Central,Speaker,2024,2977.55,622.84,24
11258,North,Modem,2022,1728.31,393.14,78
11259,Northeast,Tablet,2021,9766.13,1473.64,36
11260,Northwest,Modem,2022,7573.62,1523.48,45
11261,North,Keyboard,2023,3294.15,820.14,160
11262,Southeast,Printer,2021,20112.25,5012.66,47
11263,Southwest,Keyboard,2024,4807.19,835.52,137
11264,Southwest,Webcam,2023,2187.41,448.42,90
11265,South,SSD,2022,13121.65,2367.5,79
11266,Southwest,Phone,2021,17590.94,3330.01,58
11267,Northwest,Mouse,2024,3107.67,639.3,168
11268,Northwest,Keyboard,2023,6423.31,1296.85,117
11269,Southwest,Mouse,2022,6434.59,1337.51,88
11270,West,Switch,2021,6162.09,1243.94,41
11271,Northwest,GPU,2024,3182.83,742.29,47
11272,Central,HardDrive,2021,4755.69,919.74,51
11273,Southeast,Switch,2023,4476.63,950.7,67
11274,West,Modem,2023,5210.21,907.79,99
11275,East,HardDrive,2022,15628.43,2478.39,49
11276,Southeast,Camera,2024,19540.53,4530.94,63
11277,West,Laptop,2024,24427.12,5681.64,58
11278,North,Monitor,2022,28617.0,6678.66,17
11279,Northeast,Keyboard,2020,5973.74,1231.16,192
11280,East,HardDrive,2020,6582.18,1535.48,57
11281,Southeast,GPU,2020,6278.57,1133.73,44
11282,Northwest,Printer,2022,15979.88,3028.3,51
11283,Central,Laptop,2024,13100.09,2135.67,31
11284,Southeast,Printer,2024,9605.28,1795.12,58
11285,Northwest,GPU,2021,5446.92,1298.63,26
11286,South,CPU,2021,7864.36,1544.02,98
11287,Northeast,HardDrive,2024,12198.86,2129.98,35
11288,South,GPU,2021,7698.11,1511.75,90
11289,Northwest,Monitor,2023,14902.48,3437.09,17
11290,Northwest,Mouse,2021,7603.4,1474.62,67
11291,West,Speaker,2021,2840.2,700.98,74
11292,Central,Speaker,2021,9399.36,1921.09,60
11293,Northeast,Scanner,2021,6143.38,1317.94,37
11294,Central,Printer,2023,20445.55,4685.83,100
11295,Southeast,Modem,2024,6792.48,1467.75,31
11296,Central,SSD,2021,14764.93,3639.57,98
11297,East,Webcam,2024,8128.26,1707.35,88
11298,Southwest,Speaker,2020,3800.9,616.0,30
11299,Southwest,Webcam,2022,5735.9,1089.13,32
11300,South,Webcam,2020,2939.72,549.72,33
11301,Southeast,Mouse,2020,4054.29,620.2,158
11302,Northwest,HardDrive,2021,11206.78,2760.94,22
11303,North,RAM,2022,8717.28,1493.99,24
11304,North,Switch,2021,8433.95,2020.27,83
11305,Southeast,Tablet,2021,21289.67,5217.15,10
11306,Northwest,SSD,2023,6046.96,946.25,32
11307,Southwest,Headphones,2020,6624.16,1400.07,78
11308,Southwest,Speaker,2020,4268.33,653.57,81
11309,East,Monitor,2022,14510.49,3467.51,12
11310,North,GPU,2021,10108.87,2402.26,82
11311,North,Phone,2020,8283.1,1533.49,30
11312,Northeast,Laptop,2020,24141.89,4898.39,10
11313,North,Speaker,2021,7116.83,1255.06,48
11314,East,Webcam,2022,6305.61,1452.0,45
11315,Central,GPU,2021,17872.95,2992.16,30
11316,East,Scanner,2021,6779.88,1241.43,45
11317,West,Laptop,2021,20864.41,3628.08,18
11318,Northwest,Switch,2024,1195.32,277.58,81
11319,Central,Scanner,2023,8102.26,1225.03,85
11320,South,Monitor,2020,26479.89,5881.61,10
11321,Southeast,HardDrive,2023,8722.97,1574.44,46
11322,West,Scanner,2021,6085.49,1325.53,78
11323,Southeast,Scanner,2021,3841.52,603.04,29
11324,Southeast,Mouse,2021,2678.84,508.64,71
11325,West,Router,2021,4995.54,912.27,73
11326,North,Speaker,2020,3224.31,716.3,67
11327,South,Monitor,2023,17945.0,3996.55,59
11328,Northwest,RAM,2022,3914.1,763.64,50
11329,Southwest,Phone,2022,10370.44,1832.86,51
11330,East,Switch,2020,2458.57,426.88,36
11331,Southwest,GPU,2024,5565.03,1085.34,86
11332,Northwest,Laptop,2021,13780.06,3093.66,11
11333,Northwest,Speaker,2020,8481.66,1275.38,43
11334,West,GPU,2022,3097.19,709.42,72
11335,Northeast,Switch,2023,8407.95,1738.98,65
11336,Southwest,Printer,2022,27150.08,6635.91,31
11337,Northwest,Keyboard,2021,1133.59,271.23,87
11338,Southeast,Scanner,2022,2461.84,395.7,89
11339,Central,Headphones,2021,2288.8,398.91,108
11340,North,Mouse,2020,4200.36,699.62,134
11341,Southwest,Laptop,2021,9175.17,1923.33,53
11342,North,CPU,2022,13480.73,2268.29,41
11343,North,Modem,2022,2502.04,585.09,42
11344,Northeast,Webcam,2023,5065.7,1018.94,75
11345,North,Switch,2021,3568.55,816.52,54
11346,West,SSD,2023,6777.61,1351.08,51
11347,North,Webcam,2021,4750.8,775.37,82
11348,Southwest,Camera,2020,6273.32,1561.0,82
11349,Southwest,Camera,2021,13171.61,2840.95,97
11350,Northwest,Router,2023,6416.35,1314.28,49
11351,South,Printer,2021,5095.61,1018.58,70
11352,Central,Keyboard,2022,3378.72,607.25,76
11353,West,CPU,2024,11476.91,2365.42,40
11354,Northeast,Camera,2021,16733.69,4061.88,52
11355,East,RAM,2022,1247.98,274.3,88
11356,Southeast,Webcam,2023,5644.53,851.25,89
11357,Northeast,Tablet,2020,13339.96,2066.16,28
11358,South,Router,2022,6464.29,1422.13,31
11359,Northeast,Webcam,2024,3795.13,917.72,24
11360,West,Tablet,2020,23440.33,4076.2,33
11361,North,RAM,2024,6600.39,1098.74,49
11362,Northeast,GPU,2022,2641.88,607.82,72
11363,Southeast,Mouse,2023,4530.97,834.83,149
11364,West,Router,2021,1911.98,341.7,43
11365,Southwest,Speaker,2022,3656.32,791.78,77
11366,East,Camera,2022,18809.61,4657.11,36
11367,Northwest,Printer,2024,13783.14,2887.71,43
11368,Northwest,Mouse,2022,5626.03,1363.88,121
11369,Southwest,Monitor,2023,13714.33,2607.71,36
11370,Southeast,Scanner,2022,5185.37,779.21,82
11371,Central,Laptop,2024,12463.69,2350.18,19
11372,Southeast,Modem,2020,1212.12,292.4,28
11373,South,Laptop,2023,18639.49,4456.42,19
11374,West,Tablet,2022,22661.55,4807.28,50
11375,Southeast,Laptop,2020,24757.94,5802.79,16
11376,Central,SSD,2022,14558.8,2636.36,62
11377,Central,Keyboard,2020,2860.92,634.12,86
11378,Southwest,Mouse,2023,7172.45,1254.94,192
11379,East,Monitor,2023,14809.82,3146.01,19
11380,South,RAM,2023,4676.46,1098.99,47
11381,Southwest,HardDrive,2022,10202.96,1950.75,67
11382,Central,RAM,2023,3374.78,665.62,87
11383,Northeast,Speaker,2024,6467.5,1041.18,30
11384,Southeast,GPU,2023,12078.1,2676.3,34
11385,Southeast,Modem,2020,3911.66,773.85,88
11386,Northwest,Printer,2023,10130.7,2297.19,76
11387,West,Phone,2023,18324.9,3512.75,31
11388,West,Router,2022,1311.58,248.13,25
11389,East,RAM,2021,8660.18,1716.11,100
11390,Northeast,GPU,2023,6108.29,1086.46,51
11391,East,Printer,2022,29003.37,4665.42,36
11392,West,Keyboard,2022,6440.66,1139.72,70
11393,Northeast,SSD,2021,9088.17,1595.18,63
11394,South,Printer,2021,14504.19,3529.67,64
11395,North,Mouse,2024,8181.05,1777.37,200
11396,East,Mouse,2022,1437.57,251.75,69
11397,Northeast,CPU,2022,13625.86,2939.78,37
11398,Southeast,Headphones,2022,5088.82,1026.49,140
11399,East,Modem,2020,4004.99,793.94,29
11400,Central,GPU,2023,10991.03,1903.29,98
11401,South,HardDrive,2020,7760.49,1266.27,42
11402,East,Camera,2022,8710.54,2135.56,78
11403,East,Keyboard,2020,4360.53,813.3,123
11404,Northeast,GPU,2023,3174.15,506.15,80
11405,South,HardDrive,2021,3871.59,789.04,22
11406,East,Modem,2020,7331.33,1298.43,31
11407,Northeast,Phone,2020,8249.6,1738.93,58
11408,Northwest,Monitor,2023,26250.47,5830.54,32
11409,Southwest,Keyboard,2022,3783.72,777.7,152
11410,Central,Router,2022,6954.65,1571.32,68
11411,Southwest,Laptop,2023,12651.63,2185.93,58
11412,Northwest,Scanner,2024,2316.45,533.58,87
11413,Northwest,Keyboard,2020,7744.64,1870.45,155
11414,West,Webcam,2022,2799.74,485.04,35
11415,South,Tablet,2023,10005.18,2291.57,30
11416,Central,HardDrive,2024,8130.61,1683.99,92
11417,North,Printer,2024,25073.24,3985.23,50
11418,North,Headphones,2021,9307.35,1963.2,153
11419,South,SSD,2022,13265.34,2807.06,71
11420,Northwest,Mouse,2023,2749.88,414.15,103
11421,North,Speaker,2023,5457.55,1209.12,31
11422,Central,Laptop,2023,33946.95,6422.06,12
11423,Northeast,Scanner,2021,5148.11,951.19,82
11424,Central,Mouse,2024,6520.34,1197.99,163
11425,Central,Printer,2022,18744.22,3268.06,87
11426,Southeast,Tablet,2022,25588.1,5677.39,59
11427,Northeast,Speaker,2021,3659.52,624.18,88
11428,North,Router,2020,6046.93,1270.24,92
11429,North,Scanner,2021,6659.35,1607.15,21
11430,Southwest,Headphones,2020,913.31,191.45,140
11431,North,Modem,2023,2323.96,504.56,85
11432,Southwest,SSD,2023,5131.61,992.29,27
11433,Northwest,Camera,2021,19603.13,3149.73,96
11434,East,Mouse,2020,5675.71,1009.62,184
11435,East,Monitor,2023,26301.26,4004.89,42
11436,Central,Modem,2024,3154.78,737.3,48
11437,Southwest,Printer,2023,19862.84,4961.56,34
11438,North,GPU,2023,4097.32,710.46,39
11439,East,Headphones,2024,6859.72,1154.29,145
11440,West,Modem,2022,3682.72,913.93,79
11441,North,Speaker,2024,2603.1,472.98,28
11442,Southeast,RAM,2023,1824.74,386.25,66
11443,Northwest,HardDrive,2023,11885.6,2698.85,79
11444,Southeast,SSD,2023,4294.83,648.49,100
11445,Central,SSD,2021,15444.43,2319.0,25
11446,Southwest,Switch,2021,2034.38,392.09,92
11447,Southeast,Router,2022,4107.02,1002.92,95
11448,West,Router,2023,7603.3,1468.61,28
11449,Northwest,Webcam,2020,881.74,139.04,58
11450,North,Printer,2021,28144.46,4470.22,46
11451,South,Webcam,2020,1221.31,267.91,46
11452,Northeast,Headphones,2022,6383.62,1374.18,192
11453,Central,Phone,2022,18588.19,3300.14,14
11454,Northwest,SSD,2022,7007.51,1656.34,77
11455,Southwest,Laptop,2020,25680.75,4361.2,59
11456,Northeast,HardDrive,2024,12413.92,3060.67,69
11457,Northeast,Camera,2022,8691.77,1934.88,95
11458,West,Switch,2020,3219.53,542.09,93
11459,North,Printer,2020,8876.86,1546.16,93
11460,Northeast,RAM,2024,4262.91,957.43,57
11461,West,Phone,2022,16084.98,2995.12,55
11462,Central,Camera,2022,12788.23,2372.1,29
11463,East,Tablet,2024,23908.53,4384.36,47
11464,West,SSD,2021,5120.3,990.9,88
11465,Southwest,RAM,2022,1750.43,270.08,78
11466,West,Speaker,2024,1040.99,175.24,65
11467,Northwest,Laptop,2022,18092.63,2866.91,26
11468,Southeast,Tablet,2021,17606.33,4040.96,11
11469,East,Speaker,2024,3843.53,791.0,61
11470,Northwest,Headphones,2024,6870.28,1366.03,93
11471,Southwest,Laptop,2024,17912.98,2929.69,52
11472,Southwest,Phone,2022,23831.74,4208.32,53
11473,West,Speaker,2021,7254.91,1349.95,96
11474,Northeast,Switch,2024,6594.94,1633.38,21
11475,Northwest,Mouse,2021,4614.77,977.54,178
11476,West,HardDrive,2021,8115.57,1880.84,32
11477,Northeast,Phone,2023,22776.29,4482.67,55
11478,Southeast,Keyboard,2020,4766.41,975.33,186
11479,North,Webcam,2021,6390.51,1501.34,57
11480,North,CPU,2020,5080.07,847.33,61
11481,Southeast,Modem,2024,2017.83,396.2,34
11482,West,Laptop,2021,13910.89,2130.02,24
11483,Northwest,Camera,2022,12090.57,2758.71,49
11484,West,Printer,2020,7534.4,1862.78,78
11485,Southeast,Webcam,2020,7819.19,1903.81,99
11486,West,Headphones,2023,1543.27,290.21,179
11487,Northeast,Keyboard,2020,2096.93,460.37,67
11488,Central,Router,2022,3780.78,606.98,46
11489,East,Phone,2020,21038.0,3296.8,20
11490,Northeast,Laptop,2020,28844.47,5589.06,48
11491,Southeast,Modem,2024,2877.55,709.05,79
11492,North,Laptop,2023,15805.57,3657.75,12
11493,South,Modem,2023,4038.87,793.58,56
11494,Southeast,CPU,2020,13840.4,2351.78,92
11495,West,Switch,2020,6014.29,1070.86,22
11496,Northwest,Laptop,2023,18095.95,3363.7,49
11497,Southwest,Speaker,2021,4197.37,984.93,91
11498,West,Keyboard,2020,2351.91,429.29,178
11499,East,Tablet,2020,27672.88,5633.92,60
11500,North,Monitor,2023,16211.8,3541.44,27
11501,Northeast,Keyboard,2023,6477.99,1025.06,175
11502,North,Camera,2022,7551.27,1638.0,97
11503,Northwest,SSD,2022,5589.85,1237.45,37
11504,Northwest,Scanner,2021,4900.99,1031.99,34
11505,South,Router,2022,3254.02,579.55,89
11506,North,Switch,2021,1760.21,319.69,36
11507,Northwest,GPU,2022,12109.49,2808.2,27
11508,Northwest,Phone,2022,7355.24,1761.43,22
11509,West,Camera,2020,8038.95,1541.48,90
11510,East,Tablet,2020,17865.48,4126.87,42
11511,Central,Speaker,2021,6230.96,1090.58,79
11512,Southeast,Speaker,2023,3826.73,895.51,48
11513,East,Router,2023,2031.55,347.36,39
11514,South,Monitor,2024,20493.32,4640.41,60
11515,North,Tablet,2022,20543.45,3177.88,46
11516,Southwest,Phone,2024,12584.83,2880.2,36
11517,Central,GPU,2023,12192.67,1853.79,57
11518,Northeast,Router,2021,1442.7,264.09,82
11519,Central,Tablet,2020,25598.26,4103.46,32
11520,Northwest,Webcam,2024,7895.07,1274.77,92
11521,North,Printer,2022,17329.43,2684.49,61
11522,Central,HardDrive,2024,6597.64,1188.05,98
11523,Southeast,SSD,2023,9213.22,2236.8,33
11524,Southeast,Modem,2020,6366.91,1126.57,90
11525,North,Laptop,2023,13303.63,2198.94,12
11526,West,Monitor,2022,18695.82,3673.08,30
11527,East,Monitor,2023,14549.39,3346.62,20
11528,Central,Printer,2022,21314.56,3258.6,75
11529,Northeast,Scanner,2023,5850.01,1177.09,32
11530,Northeast,Webcam,2024,2935.8,612.08,82
11531,Northeast,Monitor,2022,11079.35,2457.03,11
11532,Northwest,Scanner,2021,1917.94,287.93,44
11533,Northwest,Headphones,2023,882.85,159.09,97
11534,West,Phone,2021,9558.98,1538.2,28
11535,East,Mouse,2022,6663.77,1391.59,196
11536,Northeast,Camera,2024,12484.98,2968.14,29
11537,Southeast,Scanner,2023,3640.6,555.36,62
11538,South,Printer,2024,7305.4,1255.37,49
11539,South,Camera,2024,13283.38,2974.65,65
11540,Northwest,Tablet,2020,19589.73,3077.72,53
11541,Southwest,HardDrive,2023,12105.96,2104.01,74
11542,Northeast,RAM,2021,3757.89,573.51,32
11543,Southwest,Keyboard,2024,1253.32,310.55,105
11544,Southeast,Modem,2024,7441.94,1233.61,47
11545,Central,Laptop,2022,22097.61,4105.16,14
11546,Northeast,Router,2024,4562.97,1112.1,43
11547,South,RAM,2020,2455.53,522.61,97
11548,South,CPU,2020,11110.07,1698.44,93
11549,Southeast,Phone,2023,20050.19,4587.89,39
11550,Northeast,Router,2023,4718.11,1006.67,76
11551,Southwest,Switch,2020,1867.32,364.22,56
11552,Central,Scanner,2020,4855.02,903.01,56
11553,West,HardDrive,2022,12295.95,2204.66,88
11554,South,Headphones,2021,6150.9,994.26,53
11555,South,Phone,2024,17088.96,3029.45,27
11556,Northeast,Modem,2021,3110.29,548.53,77
11557,South,Scanner,2024,1617.36,249.32,75
11558,Northeast,Tablet,2023,14856.67,3310.76,32
11559,Southwest,Printer,2022,14711.46,2305.6,42
11560,North,Camera,2024,12772.03,2042.49,95
11561,Central,Modem,2021,6925.25,1319.53,48
11562,West,Modem,2020,6919.62,1061.12,64
11563,South,Keyboard,2021,8586.85,2030.07,71
11564,East,Tablet,2021,25019.55,6229.67,16
11565,Northeast,RAM,2022,6238.07,1371.16,31
11566,Southeast,HardDrive,2022,5056.98,819.28,62
11567,Southeast,Headphones,2020,6903.15,1153.74,173
11568,Northeast,HardDrive,2020,5566.68,1329.41,99
11569,Northwest,Monitor,2024,9738.02,1981.51,29
11570,West,Router,2021,6431.66,1579.51,54
11571,Southeast,Monitor,2024,19898.93,3937.62,45
11572,Northeast,Tablet,2024,22030.23,3662.04,42
11573,Central,Router,2024,4047.21,669.03,28
11574,Northwest,Webcam,2024,8027.18,1872.22,39
11575,Northwest,Scanner,2021,6281.36,1463.14,26
11576,West,GPU,2020,7885.21,1291.58,30
11577,South,Monitor,2020,21889.91,3328.23,55
11578,Northwest,RAM,2023,2720.03,546.84,67
11579,East,Monitor,2023,7622.67,1524.21,25
11580,Northwest,Mouse,2020,4425.19,1091.22,158
11581,East,CPU,2022,13526.11,3271.77,77
11582,Northwest,Monitor,2024,20898.47,4170.85,41
11583,Central,Keyboard,2023,5388.91,835.71,118
11584,Southeast,Speaker,2024,6869.3,1554.0,89
11585,Central,Scanner,2022,7274.04,1339.33,54
11586,Southeast,SSD,2023,8206.63,1413.3,74
11587,Southeast,Scanner,2022,1594.27,291.73,42
11588,Northwest,Switch,2023,5023.63,872.81,33
11589,Northeast,Webcam,2021,3772.38,600.5,79
11590,Southeast,Headphones,2021,1420.7,267.07,187
11591,South,RAM,2023,5295.96,1243.2,70
11592,West,Scanner,2022,5333.13,1022.21,95
11593,Northwest,HardDrive,2020,2678.66,576.65,68
11594,Southeast,RAM,2021,4899.33,850.65,42
11595,Central,Phone,2021,20528.7,4168.38,43
11596,Northwest,Laptop,2020,15868.51,2510.54,23
11597,Southwest,Phone,2023,9668.74,2363.61,35
11598,South,SSD,2021,4242.8,745.46,90
11599,Central,SSD,2023,8186.12,1320.96,100
11600,Central,Modem,2020,8582.73,1946.47,68
11601,East,HardDrive,2022,11382.01,1981.73,43
11602,North,Laptop,2023,12480.97,2677.31,49
11603,West,Switch,2024,5416.29,896.65,80
11604,Central,RAM,2020,3032.22,513.71,65
11605,East,Camera,2022,23878.42,5209.32,96
11606,Southwest,Camera,2024,13125.02,2828.65,59
11607,Southwest,Mouse,2023,3277.83,514.87,183
11608,South,Speaker,2022,3759.96,636.75,97
11609,Southwest,Mouse,2022,4839.89,1167.03,79
11610,North,Scanner,2021,4028.41,733.34,91
11611,Central,Router,2022,6759.16,1406.69,45
11612,West,Speaker,2023,1641.63,317.29,66
11613,West,SSD,2022,12477.38,2208.86,86
11614,Central,Modem,2023,2637.04,643.1,39
11615,Southeast,Laptop,2024,11913.15,2331.45,14
11616,Central,Laptop,2020,21822.47,5287.62,13
11617,Southeast,HardDrive,2024,9858.41,1946.44,75
11618,South,SSD,2024,8820.32,1626.08,54
11619,Northeast,Phone,2020,15798.88,2630.33,12
11620,South,Monitor,2024,10206.61,2320.55,51
